NPEF00027;Street Skater (eng);PS1;EU
NPEF00027;Street Skater (ger);PS1;EU
NPEF00028;Command Conquer Red Alert;PS1;EU
NPEF00036;Metal Gear Solid;PS1;EU
NPEF00036;Metal Gear Solid;PS1;EU
NPEF00036;Metal Gear Solid;PS1;EU
NPEF00036;Metal Gear Solid;PS1;EU
NPEF00036;Metal Gear Solid;PS1;EU
NPEF00036;Metal Gear Solid - English;PS1;EU
NPEF00036;Metal Gear Solid - French;PS1;EU
NPEF00036;Metal Gear Solid - German;PS1;EU
NPEF00036;Metal Gear Solid - Italian;PS1;EU
NPEF00036;Metal Gear Solid - Spanish;PS1;EU
NPEF00037;International Track Field (eng);PS1;EU
NPEF00038;Silent Hill;PS1;EU
NPEF00039;Syndicate Wars;PS1;EU
NPEF00040;Theme Park (eng);PS1;EU
NPEF00040;Theme Park (ger);PS1;EU
NPEF00042;Command and Conquer Red Alert Retaliation;PS1;EU
NPEF00042;Command and Conquer Red Alert Retaliation;PS1;EU
NPEF00042;Command Conquer Retaliation (ger);PS1;EU
NPEF00045;Street Fighter Alpha Warriors Dreams;PS1;EU
NPEF00045;Street Fighter Alpha Warriors' Dreams;PS1;EU
NPEF00046;Disney's The Little Mermaid II;PS1;EU
NPEF00046;Disney's The Little Mermaid II;PS1;EU
NPEF00047;DISNEY'S ACTION GAME FEAT HERCULES;PS1;EU
NPEF00047;HERCULES;PS1;EU
NPEF00050;Magic Carpet;PS1;EU
NPEF00056;James Pond 2 : Robocod;PS1;EU
NPEF00057;Constructor;PS1;EU
NPEF00058;Creatures 3 Raised In Space;PS1;EU
NPEF00060;Guilty Gear;PS1;EU
NPEF00060;Guilty Gear Judgment;PS1;EU
NPEF00062;Future Cop L.A.P.D;PS1;EU
NPEF00069;Final Fantasy VII;PS1;EU
NPEF00069;Final Fantasy VII;PS1;EU
NPEF00069;Final Fantasy VII;PS1;EU
NPEF00069;Final Fantasy VII - French Version;PS1;EU
NPEF00070;Final Fantasy VIII;PS1;EU
NPEF00070;Final Fantasy VIII;PS1;EU
NPEF00070;Final Fantasy VIII (eng);PS1;EU
NPEF00070;Final Fantasy VIII - Italian Version;PS1;EU
NPEF00071;Final Fantasy IX;PS1;EU
NPEF00071;Final Fantasy IX;PS1;EU
NPEF00071;Final Fantasy IX - Italian Version;PS1;EU
NPEF00077;Monsters Inc. Scare Island;PS1;EU
NPEF00080;A Bug's Life;PS1;EU
NPEF00080;Disney Pixar : A Bug's Life;PS1;EU
NPEF00080;Disney Pixar : A Bug's Life;PS1;EU
NPEF00082;Disney's Party Time with Winnie the Pooh;PS1;EU
NPEF00082;Disneys Party Time With Winnie The Pooh;PS1;EU
NPEF00083;Vagrant Story (eng);PS1;EU
NPEF00083;Vagrant Story (ger);PS1;EU
NPEF00084;Disney's Lilo and Stitch: Troubles in Paradise;PS1;EU
NPEF00085;Disney's Peter Pan : Adventures in Never Land;PS1;EU
NPEF00087;FRONT MISSION 3;PS1;EU
NPEF00088;Disney's Atlantis : The Lost Empire;PS1;EU
